Index	Gender	Year	Major	Question Grouping	Questiontext	NumericResponses	TextResponses	QuestionID
16	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_tv
16	Female	Graduate program	STEM majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	1	Yes	Question 10
16	Female	Graduate program	STEM majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	1	Yes	Question 11
16	Female	Graduate program	STEM majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
16	Female	Graduate program	STEM majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	1	Yes	Question 15
16	Female	Graduate program	STEM majors	Do you currently have a student loan?	Do you currently have a student loan?	0	Prefer not to answer	Question 16
16	Female	Graduate program	STEM majors	What is your average monthly income?	What is your average monthly income?	0	< $500	Question 17
16	Female	Graduate program	STEM majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	0	< $500	Question 18
16	Female	Graduate program	STEM majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	1	5% - 10%	Question 19
16	Female	Graduate program	STEM majors	What is your age?	What is your age?	22	22	Question 2
16	Female	Graduate program	STEM majors	Are you an international student?	Are you an international student?	1	Yes	Question 4
16	Female	Graduate program	STEM majors	Have you ever thought about investing?	Have you ever thought about investing?	0	I already have investments	Question 6
17	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_app
17	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_notsure
17	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_seminar
17	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_sms
17	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_webinar
17	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_youtube
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_bond
17	Female	Graduate program	STEM majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	1	1	Q7_fund
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_others
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_saving
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_stock
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_entrance
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_management
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
17	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_risk
17	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_ad
17	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_bank
17	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
17	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_friends
17	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_newspaper
17	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	0	Q9_others
17	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_social
17	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_tv
17	Female	Graduate program	STEM majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	1	Yes	Question 10
17	Female	Graduate program	STEM majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	2	No	Question 11
17	Female	Graduate program	STEM majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
17	Female	Graduate program	STEM majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	2	No	Question 15
17	Female	Graduate program	STEM majors	Do you currently have a student loan?	Do you currently have a student loan?	2	No	Question 16
17	Female	Graduate program	STEM majors	What is your average monthly income?	What is your average monthly income?	2	$1000 - $ 2000	Question 17
17	Female	Graduate program	STEM majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	1	$500 - $1000	Question 18
17	Female	Graduate program	STEM majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	3	15% - 20%	Question 19
17	Female	Graduate program	STEM majors	What is your age?	What is your age?	22	22	Question 2
17	Female	Graduate program	STEM majors	Are you an international student?	Are you an international student?	1	Yes	Question 4
17	Female	Graduate program	STEM majors	Have you ever thought about investing?	Have you ever thought about investing?	1	Yes	Question 6
18	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_app
18	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_notsure
18	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_seminar
18	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_sms
18	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_webinar
18	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_youtube
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_bond
18	Female	Graduate program	STEM majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	1	1	Q7_fund
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_others
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_saving
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_stock
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_entrance
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_management
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
18	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_risk
18	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_ad
18	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_bank
18	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
18	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_friends
18	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_newspaper
18	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	0	Q9_others
18	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_social
18	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_tv
18	Female	Graduate program	STEM majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	1	Yes	Question 10
18	Female	Graduate program	STEM majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	1	Yes	Question 11
18	Female	Graduate program	STEM majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
18	Female	Graduate program	STEM majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	0	Partially	Question 15
18	Female	Graduate program	STEM majors	Do you currently have a student loan?	Do you currently have a student loan?	2	No	Question 16
18	Female	Graduate program	STEM majors	What is your average monthly income?	What is your average monthly income?	2	$1000 - $ 2000	Question 17
18	Female	Graduate program	STEM majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	1	$500 - $1000	Question 18
18	Female	Graduate program	STEM majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	4	>20%	Question 19
18	Female	Graduate program	STEM majors	What is your age?	What is your age?	22	22	Question 2
18	Female	Graduate program	STEM majors	Are you an international student?	Are you an international student?	1	Yes	Question 4
18	Female	Graduate program	STEM majors	Have you ever thought about investing?	Have you ever thought about investing?	1	Yes	Question 6
19	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_app
19	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_notsure
19	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_seminar
19	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_sms
19	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_webinar
19	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_youtube
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_bond
19	Female	Graduate program	STEM majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	1	1	Q7_fund
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_others
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_saving
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_stock
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_entrance
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_management
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
19	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_risk
19	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_ad
19	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_bank
19	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
19	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_friends
19	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_newspaper
19	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	0	Q9_others
19	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_social
19	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_tv
19	Female	Graduate program	STEM majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	1	Yes	Question 10
19	Female	Graduate program	STEM majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	2	No	Question 11
19	Female	Graduate program	STEM majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
19	Female	Graduate program	STEM majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	1	Yes	Question 15
19	Female	Graduate program	STEM majors	Do you currently have a student loan?	Do you currently have a student loan?	2	No	Question 16
19	Female	Graduate program	STEM majors	What is your average monthly income?	What is your average monthly income?	0	< $500	Question 17
19	Female	Graduate program	STEM majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	1	$500 - $1000	Question 18
19	Female	Graduate program	STEM majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	0	<5%	Question 19
19	Female	Graduate program	STEM majors	What is your age?	What is your age?	24	24	Question 2
19	Female	Graduate program	STEM majors	Are you an international student?	Are you an international student?	1	Yes	Question 4
19	Female	Graduate program	STEM majors	Have you ever thought about investing?	Have you ever thought about investing?	1	Yes	Question 6
20	Male	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_app
20	Male	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_notsure
20	Male	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_seminar
20	Male	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_sms
20	Male	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_webinar
20	Male	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_youtube
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_bond
20	Male	Graduate program	Business related majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	1	1	Q7_fund
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_others
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_saving
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_stock
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_entrance
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_management
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
20	Male	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_risk
20	Male	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_ad
20	Male	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_bank
20	Male	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
20	Male	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_friends
20	Male	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_newspaper
20	Male	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	0	Q9_others
20	Male	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_social
20	Male	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_tv
20	Male	Graduate program	Business related majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	1	Yes	Question 10
20	Male	Graduate program	Business related majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	2	No	Question 11
20	Male	Graduate program	Business related majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
20	Male	Graduate program	Business related majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	0	Partially	Question 15
20	Male	Graduate program	Business related majors	Do you currently have a student loan?	Do you currently have a student loan?	2	No	Question 16
20	Male	Graduate program	Business related majors	What is your average monthly income?	What is your average monthly income?	0	< $500	Question 17
20	Male	Graduate program	Business related majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	1	$500 - $1000	Question 18
20	Male	Graduate program	Business related majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	1	5% - 10%	Question 19
20	Male	Graduate program	Business related majors	What is your age?	What is your age?	28	28	Question 2
20	Male	Graduate program	Business related majors	Are you an international student?	Are you an international student?	1	Yes	Question 4
20	Male	Graduate program	Business related majors	Have you ever thought about investing?	Have you ever thought about investing?	1	Yes	Question 6
21	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_app
21	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_notsure
21	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_seminar
21	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_sms
21	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_webinar
21	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_youtube
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_bond
21	Male	Junior	STEM majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	0	0	Q7_fund
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_others
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_saving
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_stock
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_entrance
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_management
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
21	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_risk
21	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_ad
21	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_bank
21	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
21	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_friends
21	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_newspaper
21	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	0	Q9_others
21	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_social
21	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_tv
21	Male	Junior	STEM majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	1	Yes	Question 10
21	Male	Junior	STEM majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	1	Yes	Question 11
21	Male	Junior	STEM majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
21	Male	Junior	STEM majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	1	Yes	Question 15
21	Male	Junior	STEM majors	Do you currently have a student loan?	Do you currently have a student loan?	1	Yes	Question 16
21	Male	Junior	STEM majors	What is your average monthly income?	What is your average monthly income?	1	$500 - $1000	Question 17
21	Male	Junior	STEM majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	1	$500 - $1000	Question 18
21	Male	Junior	STEM majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	2	10% - 15%	Question 19
21	Male	Junior	STEM majors	What is your age?	What is your age?	20	20	Question 2
21	Male	Junior	STEM majors	Are you an international student?	Are you an international student?	1	Yes	Question 4
21	Male	Junior	STEM majors	Have you ever thought about investing?	Have you ever thought about investing?	1	Yes	Question 6
22	Female	Sophomore	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_app
22	Female	Sophomore	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_notsure
22	Female	Sophomore	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_seminar
22	Female	Sophomore	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_sms
22	Female	Sophomore	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_webinar
22	Female	Sophomore	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_youtube
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_bond
22	Female	Sophomore	STEM majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	0	0	Q7_fund
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_others
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_saving
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_stock
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_entrance
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_management
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
22	Female	Sophomore	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_risk
22	Female	Sophomore	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_ad
22	Female	Sophomore	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_bank
22	Female	Sophomore	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
22	Female	Sophomore	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_friends
22	Female	Sophomore	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_newspaper
22	Female	Sophomore	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	0	Q9_others
22	Female	Sophomore	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_social
22	Female	Sophomore	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_tv
